web-scraper-order,web-scraper-start-url,location_date,brand_type,price
"1703598218-2553","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Bern, 3006, 20.12.2023","Jaguar Sovereign 3.6 Oldtimer","13'800.-"
"1703598218-2554","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Zürich, 8416, 20.12.2023","MG Midget MKI 1963 Oldtimer","25'000.-"
"1703598218-2555","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Bern, 4919, 20.12.2023","Golf 2 CL original mit Teil Restaurierung","6'500.-"
"1703598218-2556","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Thurgau, 8570, 20.12.2023","Packard Super Clipper Touring Sedan 1947 Veteran","43'000.-"
"1703598218-2557","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Bern, 2557, 20.12.2023","Zu Verkaufen Einzigartiges Paket Preis","70'000.-"
"1703598218-2558","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Waadt, 1303, 19.12.2023, auf Autoscout24.ch","VW Jetta 1600 GL","3'900.-"
"1703598218-2559","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Bern, 3014, 19.12.2023","Triumph Spitfire 1500 VETERAN.","19'900.-"
"1703598218-2560","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Aargau, 5062, 19.12.2023","Opel Corsa A Irmscher i130","5'000.-"
"1703598218-2561","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Aargau, 5062, 19.12.2023","Opel Blitz Autotransporter","6'500.-"
"1703598218-2562","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","St. Gallen, 9016, 19.12.2023","Nissan Patrol 2.8","8'600.-"
"1703598218-2563","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Aargau, 4663, 19.12.2023","Renault 4cv zu Verkaufen braucht neue Reifen und Türgummis","7'500.-"
"1703598218-2564","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=9","Solothurn, 4713, 19.12.2023","Mazda mx5","19'900.-"
"1703598231-2565","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Tessin, 6814, 21.12.2023","fiat 500 L 1969","11'000.-"
"1703598231-2566","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Freiburg, 1724, 21.12.2023","Pontiac Firebird T/A ( Clone Bandit ) Targa 6.6 , 1978","30'000.-"
"1703598231-2567","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Schwyz, 8855, 21.12.2023","Ford Mustang 1968 302 J-Code ab MFK Veteran","46'900.-"
"1703598231-2568","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Thurgau, 8360, 21.12.2023","Chevrolet Corvette aus 1. Hand","17'900.-"
"1703598231-2569","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Basel-Landschaft, 4435, 21.12.2023","Riley Big Four mit Kompressor noch nicht eingebaut","124'000.-"
"1703598231-2570","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Zürich, 8308, 21.12.2023","Mercedes Benz G 240 Diesel","19'900.-"
"1703598231-2571","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Basel-Landschaft, 4132, 21.12.2023","Citroen Mehari","30'000.-"
"1703598231-2572","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Genf, 1213, 21.12.2023","BENTLEY Type R de 1953","79'000.-"
"1703598231-2573","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Bern, 3766, 21.12.2023","Audi 80 Quattr0","6'500.-"
"1703598231-2574","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","St. Gallen, 9604, 21.12.2023","Mazda Mx-5 1.6*115 PS*Vereran*frisch ab Mfk*91000 km*","13'900.-"
"1703598231-2575","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Tessin, 6929, 21.12.2023","Maggiolino anni 70","10'000.-"
"1703598231-2576","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","St. Gallen, 9500, 21.12.2023","sehr seltener Oldsmobile","23'000.-"
"1703598231-2577","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Zürich, 8400, 21.12.2023","VW Bus Typ2 T3 Camper Cassandra","9'900.-"
"1703598231-2578","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Bern, 3012, 21.12.2023","Alfa Romeo Giulietta","100'000.-"
"1703598231-2579","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Basel-Landschaft, 4424, 21.12.2023","Mercedes 190e","7'500.-"
"1703598231-2580","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Thurgau, 8500, 21.12.2023","Gut erhaltener BMW 325 ix Touring","8'000.-"
"1703598231-2581","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Tessin, 6653, 21.12.2023","Standard Flying 10 C oldtimer","30'000.-"
"1703598231-2582","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Zürich, 8155, 20.12.2023","alfa romeo berlina 2000","24'990.-"
"1703598231-2583","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Bern, 3714, 20.12.2023","Toyota Landcruiser HJ61","23'990.-"
"1703598231-2584","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Appenzell Ausserrhoden, 9053, 20.12.2023","Land Rover Defender Pick-Up 90","27'900.-"
"1703598231-2585","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Tessin, 6815, 20.12.2023","BMW 325i Cabrio - Macchina d'epoca","24'900.-"
"1703598231-2586","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Thurgau, 8558, 20.12.2023","Fiat 500 C Topolino Belvedere Jg.1953 Veteran","19'000.-"
"1703598231-2587","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","St. Gallen, 9443, 20.12.2023","Volvo 240 GL Classic 2.3 Manuell","5'900.-"
"1703598231-2588","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Zürich, 8620, 20.12.2023, auf Autoscout24.ch","MERCEDES-BENZ 260 E","17'900.-"
"1703598231-2589","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Liechtenstein, 9490, 20.12.2023, auf Autoscout24.ch","VW Golf Cabriolet 1800 Classic-Line Leder","9'400.-"
"1703598231-2590","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Basel-Landschaft, 4416, 20.12.2023","peugeot 106 ab mfk","1'000.-"
"1703598231-2591","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Basel-Stadt, 4054, 20.12.2023","Austin Gipsy mit original 15´000 km als Feuerwehrauto","5'900.-"
"1703598231-2592","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Zürich, 8483, 20.12.2023","VW Corrado G60 frisch ab Veteranprüfung","13'499.-"
"1703598231-2593","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","Basel-Landschaft, 4106, 20.12.2023","Mercedes-Benz 190e 1.8 WDB 201","6'000.-"
"1703598231-2594","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=8","St. Gallen, 8730, 20.12.2023","Alfa Romeo Alfetta GTV6 Grand Prix","38'500.-"
"1703598244-2595","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Bern, 3472, 22.12.2023","GMC 9300 Pickup","56'800.-"
"1703598244-2596","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Solothurn, 4143, 22.12.2023","Peugeot 304 capriolet 1972","25'450.-"
"1703598244-2597","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Bern, 3373, 22.12.2023","BMW 535i e28 - 1987 - Traumzustand","27'900.-"
"1703598244-2598","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Zürich, 8484, 22.12.2023","Talbot Matra Murena 1.6","6'000.-"
"1703598244-2599","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Freiburg, 3280, 22.12.2023","Chevrolet Corvette C2 Sting Ray 427 Coupé 1967","129'000.-"
"1703598244-2600","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Graubünden, 7459, 22.12.2023","Steyr Puch Haflinger Serie 1, Jahrgang 1961","16'000.-"
"1703598244-2601","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Zürich, 8953, 22.12.2023","Simca Aronde   1961","3'800.-"
"1703598244-2602","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Thurgau, 8505, 22.12.2023","Buick Century Luxus, Veteran, 1973","20'500.-"
"1703598244-2603","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Aargau, 5728, 22.12.2023","Chrysler Le Baron 3.0 V6 Veteran","9'900.-"
"1703598244-2604","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Aargau, 5416, 22.12.2023, auf Autoscout24.ch","OPEL REKORD E 2000","1'400.-"
"1703598244-2605","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Wallis, 1964, 22.12.2023, auf Autoscout24.ch","MERCEDES-BENZ C 180 Elégance","1'500.-"
"1703598244-2606","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Zürich, 8488, 21.12.2023","Opel Vectra 4×4 Turbo","12'000.-"
"1703598244-2607","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Bern, 3046, 21.12.2023","Volvo 360 GLS Veteranenfahrzeug","9'900.-"
"1703598244-2608","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Bern, 3046, 21.12.2023","Volvo 144 Veteranenfahrzeug mit MFK","7'500.-"
"1703598244-2609","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Luzern, 6004, 21.12.2023","Alfa Romeo Giulia Nuova Super, Farbe Prugna Jg.1976","16'900.-"
"1703598244-2610","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Thurgau, 8370, 21.12.2023","Land Rover 88 Serie 2a","45'000.-"
"1703598244-2611","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Luzern, 6232, 21.12.2023","VW T1 Camper / Wohnwagen","58'000.-"
"1703598244-2612","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Schwyz, 6440, 21.12.2023","1963 LINCOLN CONTINENTAL SEDAN - Veteran","35'000.-"
"1703598244-2613","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Bern, 3270, 21.12.2023","Sehr seltener vw t1","55'000.-"
"1703598244-2614","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Jura, 2944, 21.12.2023","Citroën  C4","25'000.-"
"1703598244-2615","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Appenzell Ausserrhoden, 9100, 21.12.2023","Audi 90 Quattro Drift Autos","5'500.-"
"1703598244-2616","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Aargau, 5724, 21.12.2023","Fiat 500 Giardiniera","17'500.-"
"1703598244-2617","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Basel-Stadt, 4125, 21.12.2023","Buick Oldtimer","18'500.-"
"1703598244-2618","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Aargau, 4310, 21.12.2023","Ford Mustang 1978","13'850.-"
"1703598244-2619","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","St. Gallen, 8735, 21.12.2023","Alpine A310 2.7 V6 ORIGINAL GRUPPE 4 WERKSUMBAU","43'500.-"
"1703598244-2620","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Aargau, 8967, 21.12.2023","Datsun 240z","14'000.-"
"1703598244-2621","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Freiburg, 1714, 21.12.2023","Porsche 356 Speedster Replica","76'000.-"
"1703598244-2622","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Schaffhausen, 8200, 21.12.2023","2 CV Cabrio","3'900.-"
"1703598244-2623","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Luzern, 6130, 21.12.2023","Einzigartiger Toyota MR2 GTI ab MFK und Service","15'999.-"
"1703598244-2624","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=7","Tessin, 6814, 21.12.2023","lancia fulvia berlina gt","4'500.-"
"1703598257-2625","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Obwalden, 6055, 22.12.2023","VW LT 31 2.4TD","5'500.-"
"1703598257-2626","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Basel-Landschaft, 4104, 22.12.2023","Mercedes SL 350 1979 Automat Veteran, 94'500 Km","35'000.-"
"1703598257-2627","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Zürich, 8193, 22.12.2023","Triumph Spitfire 1500 (Veteran)","13'800.-"
"1703598257-2628","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Thurgau, 8580, 22.12.2023","Citroen2cv Döschwo Ente","13'500.-"
"1703598257-2629","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Bern, 2606, 22.12.2023","MG TD 1953","25'000.-"
"1703598257-2630","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Genf, 1258, 22.12.2023, auf Autoscout24.ch","VW Golf 1800 CL","2'200.-"
"1703598257-2631","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Appenzell Ausserrhoden, 9426, 22.12.2023","Ford Mustang Grande","29'900.-"
"1703598257-2632","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Zürich, 8112, 22.12.2023, auf Autoscout24.ch","PUCH 230 GE","19'890.-"
"1703598257-2633","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Tessin, 6593, 22.12.2023","Lancia Prisma 1.6 IE B01 Chilometri Effettivi","3'900.-"
"1703598257-2634","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Basel-Landschaft, 4410, 22.12.2023","Ford Streetrod V8 1948 frisch ab MFK (alles eingetragen)","59'500.-"
"1703598257-2635","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Aargau, 8917, 22.12.2023","BMW E34 520i","6'500.-"
"1703598257-2636","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Zürich, 8045, 22.12.2023","Mercedes SL 450","25'000.-"
"1703598257-2637","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Bern, 3360, 22.12.2023","BMW e30 325i Touring Handschaltung","10'500.-"
"1703598257-2638","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Waadt, 1029, 22.12.2023, auf Autoscout24.ch","CITROEN Visa Club (Special)","4'800.-"
"1703598257-2639","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Wallis, 3984, 22.12.2023","1967 Ford Mustang Fastback shelby clone","125'000.-"
"1703598257-2640","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Wallis, 3984, 22.12.2023","Alpine a310 gruppe 4","41'000.-"
"1703598257-2641","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Appenzell Ausserrhoden, 9426, 22.12.2023","Oldtimer Cabrio Opel Corsa Irmscher Spyder","9'900.-"
"1703598257-2642","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Solothurn, 4654, 22.12.2023","Vw Corrado G60","7'000.-"
"1703598257-2643","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Graubünden, 7302, 22.12.2023","Jaguar MK II Modell S-Type Veteranenfahrzeug frisch ab MFK","39'900.-"
"1703598257-2644","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Aargau, 8957, 22.12.2023","BMW E30 325","9'900.-"
"1703598257-2645","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Freiburg, 3178, 22.12.2023, auf Autoscout24.ch","LANCIA Beta 2000 Coupé Inj.","13'500.-"
"1703598257-2646","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Obwalden, 6064, 22.12.2023","Golf 1 Cabrio frisch ab MFK","10'900.-"
"1703598257-2647","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Zürich, 8804, 22.12.2023","Saab 9000 CSi 2.3 - mit Expertise - schöner Zustand","7'800.-"
"1703598257-2648","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Zürich, 8804, 22.12.2023","Lancia Trevi 2000 I.E. (Beta) - Veteran - Top Zustand","8'900.-"
"1703598257-2649","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Aargau, 4802, 22.12.2023","Alfa Romeo Alfa 6 Berlina","39'900.-"
"1703598257-2650","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","St. Gallen, 9030, 22.12.2023","Audi 80 Cabrio","4'300.-"
"1703598257-2651","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Thurgau, 8564, 22.12.2023","oldtimer DKW audiunion","13'000.-"
"1703598257-2652","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Thurgau, 8500, 22.12.2023","BMW E30","17'900.-"
"1703598257-2653","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Solothurn, 4542, 22.12.2023","CHEVROLET CORVETTE Stingray","39'900.-"
"1703598257-2654","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=6","Thurgau, 9542, 22.12.2023, auf Autoscout24.ch","AUSTIN Mini Cabriolet","14'890.-"
"1703598270-2655","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Genf, 1227, 23.12.2023, auf Autoscout24.ch","TOYOTA Carina 2000 GLi Lb Brill.","1'900.-"
"1703598270-2656","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Thurgau, 9565, 23.12.2023","Fiat 126 veteran","6'900.-"
"1703598270-2657","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Zürich, 8340, 23.12.2023, auf Autoscout24.ch","AUDI V8 3.6 quattro","8'900.-"
"1703598270-2658","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Nidwalden, 6375, 23.12.2023","1989 Audi V8 3.6 quattro","17'600.-"
"1703598270-2659","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Zürich, 8953, 23.12.2023","Opel Calibra Automat Frisch MFK","2'900.-"
"1703598270-2660","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Thurgau, 9555, 23.12.2023","Oldtimer Renault NN 1924","6'800.-"
"1703598270-2661","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Aargau, 5406, 23.12.2023","PEUGEOT 504 Coupé 2.0 Injection","15'000.-"
"1703598270-2662","https://www.tutti.ch/de/q/autos/Ak8CkY2Fyc5TAkZOrY2Fyc1JlZ1llYXLAzQfJwMA?sorting=newest&page=5","Bern, 3272, 23.12.2023","Peugeot 308 1.8 Benzin Mfk","1'100.-"
